index,Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score,Sets_Played,Tie_Breaks
61471,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Medvedev D.,Dimitrov G.,Dimitrov G.,3,17,3-6 7-6 6-7   ,3,2
61472,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Hurkacz H.,Bautista Agut R.,Hurkacz H.,11,66,6-3 6-2    ,2,0
61473,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Tsitsipas S.,Tsitsipas S.,19,6,3-6 6-7    ,2,1
61474,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,De Minaur A.,Lajovic D.,De Minaur A.,13,48,4-6 6-4 6-4   ,3,0
61475,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Etcheverry T.,Djokovic N.,Djokovic N.,31,1,3-6 2-6    ,2,0
61476,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Cerundolo F.,Ruud C.,Cerundolo F.,21,8,7-5 6-4    ,2,0
61477,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Humbert U.,Zverev A.,Zverev A.,26,9,4-6 7-6 6-7   ,3,2
61478,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Rune H.,Thiem D.,Rune H.,7,108,6-4 6-2    ,2,0
61479,BNP Paribas Masters,2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Mcdonald M.,Sinner J.,Sinner J.,42,4,7-6 5-7 1-6   ,3,1
61480,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Dimitrov G.,Bublik A.,Dimitrov G.,17,33,6-2 6-2    ,2,0
61481,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Van De Zandschulp B.,Rublev A.,Rublev A.,60,5,3-6 3-6    ,2,0
61482,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Khachanov K.,Safiullin R.,Khachanov K.,15,45,4-6 6-4 6-2   ,3,0
61483,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Zverev A.,Tsitsipas S.,Tsitsipas S.,9,6,6-7 4-6    ,2,1
61484,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Hurkacz H.,Cerundolo F.,Hurkacz H.,11,21,6-4 6-3    ,2,0
61485,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Griekspoor T.,Djokovic N.,Djokovic N.,23,1,6-4 6-7 4-6   ,3,1
61486,BNP Paribas Masters,2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Rune H.,Altmaier D.,Rune H.,7,54,6-3 6-3    ,2,0
61487,BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Hurkacz H.,Dimitrov G.,Dimitrov G.,11,17,1-6 6-4 4-6   ,3,0
61488,BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Khachanov K.,Tsitsipas S.,6,15,6-3 6-4    ,2,0
61489,BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Rune H.,Djokovic N.,Djokovic N.,7,1,5-7 7-6 4-6   ,3,1
61490,BNP Paribas Masters,2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Rublev A.,De Minaur A.,Rublev A.,5,13,4-6 6-3 6-1   ,3,0
61491,BNP Paribas Masters,2023-11-04,Masters 1000,Indoor,Hard,Semifinals,3,Tsitsipas S.,Dimitrov G.,Dimitrov G.,6,17,3-6 7-6 6-7   ,3,2
61492,BNP Paribas Masters,2023-11-04,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Rublev A.,Djokovic N.,1,5,5-7 7-6 7-5   ,3,1
61493,BNP Paribas Masters,2023-11-05,Masters 1000,Indoor,Hard,The Final,3,Dimitrov G.,Djokovic N.,Djokovic N.,17,1,4-6 3-6    ,2,0
61546,Masters Cup,2023-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Tsitsipas S.,Sinner J.,4,6,6-4 6-4    ,2,0
61547,Masters Cup,2023-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Rune H.,Djokovic N.,Djokovic N.,10,1,6-7 7-6 3-6   ,3,2
61548,Masters Cup,2023-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Alcaraz C.,Zverev A.,8,2,6-7 6-3 6-4   ,3,1
61549,Masters Cup,2023-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Rublev A.,Medvedev D.,Medvedev D.,5,3,4-6 2-6    ,2,0
61550,Masters Cup,2023-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Djokovic N.,Sinner J.,4,1,7-5 6-7 7-6   ,3,2
61551,Masters Cup,2023-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Rublev A.,Alcaraz C.,Alcaraz C.,5,2,5-7 2-6    ,2,0
61552,Masters Cup,2023-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Zverev A.,Medvedev D.,3,8,7-6 6-4    ,2,1
61553,Masters Cup,2023-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Hurkacz H.,Djokovic N.,Djokovic N.,11,1,6-7 6-4 1-6   ,3,1
61554,Masters Cup,2023-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Rune H.,Sinner J.,4,10,6-2 5-7 6-4   ,3,0
61555,Masters Cup,2023-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Alcaraz C.,Alcaraz C.,3,2,4-6 4-6    ,2,0
61556,Masters Cup,2023-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Rublev A.,Zverev A.,8,5,6-4 6-4    ,2,0
61557,Masters Cup,2023-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Medvedev D.,Sinner J.,Sinner J.,3,4,3-6 7-6 1-6   ,3,1
61558,Masters Cup,2023-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Alcaraz C.,Djokovic N.,1,2,6-3 6-2    ,2,0
61559,Masters Cup,2023-11-19,Masters Cup,Indoor,Hard,The Final,3,Sinner J.,Djokovic N.,Djokovic N.,4,1,3-6 3-6    ,2,0
